kOsc1Wave,kOsc1Coarse,kOsc1Fine,kOsc1Split,kOsc2Wave,kOsc2Coarse,kOsc2Fine,kOsc2Split,kOscMix,kFmMode,kFmCoarse,kFmFine,kFilterEnabled,kFilterCutoff,kFilterResonance,kFilterKeyTrack,kVolEnvA,kVolEnvD,kVolEnvS,kVolEnvR,kVolEnvV,kModEnvA,kModEnvD,kModEnvS,kModEnvR,kModEnvV,kLfoAmount,kLfoFrequency,kLfoDelay,kVolEnvFm,kVolEnvCutoff,kModEnvFm,kModEnvCutoff,kLfoFm,kLfoCutoff,kVoiceMode,kGlideSpeed,kMasterVolume
2,-24,-0.960846,-0.019980,1,-24,-0.770935,-0.009924,0.410553,0,15,-0.110321,true,6235.988464,0.968201,0.191132,986.390669,955.990738,0.971878,936.073944,0.705124,996.488076,978.745095,0.979462,978.620468,0.904434,0.061264,2.987584,999.439418,23.332764,6154.296875,-9.786621,-4054.687500,-13.930664,-7095.947266,1,940.789883,0.005997
1,18,0.916534,-0.008167,0,18,-0.642242,-0.010752,0.483673,0,23,-0.688507,false,7705.328369,0.514221,0.547668,933.954791,945.297814,0.578033,968.863362,0.675339,949.448395,988.133270,0.702209,973.309198,0.826660,0.082925,2.078975,997.497697,19.688965,930.419922,9.760986,-6367.187500,-3.000732,7492.431641,2,949.256548,0.195526
1,21,0.020325,0.024707,3,21,-0.336609,0.002064,0.172440,0,1,0.984528,false,1873.143616,0.053955,-0.096680,953.290627,991.914292,0.128952,971.065814,0.675049,992.009892,992.594921,0.258240,964.442348,0.632980,-0.089203,6.903099,999.891542,8.419922,-2375.244141,19.525635,-7167.480469,-6.938232,2665.039063,2,949.585021,0.036041
3,-23,-0.883636,-0.018399,5,-23,-0.344055,0.022115,0.410233,2,33,-0.271118,false,130.075684,0.876251,0.752686,969.705666,986.270636,0.910995,997.960772,0.523026,999.818633,982.733075,0.282578,948.374494,0.251083,0.047400,0.198228,999.705982,-13.357910,446.289063,-8.078613,-4196.289063,-20.795654,-3618.408203,1,942.303182,0.436638
2,-4,0.029083,-0.000844,4,-4,0.473572,0.020069,0.147003,2,30,-0.143463,true,2854.205322,0.669327,0.357697,967.819921,998.547319,0.143188,994.033265,0.890686,975.733951,986.418638,0.591400,952.038754,0.200867,0.067459,3.896514,999.290249,11.110107,6395.019531,10.921143,4151.611328,-3.400635,4931.884766,1,945.803434,0.239487
1,-5,-0.841858,-0.011215,3,-5,0.260162,-0.002483,0.835022,1,39,0.753632,false,6010.235901,0.425827,-0.120575,950.254547,941.085574,0.691986,976.639113,0.570160,995.031955,961.136200,0.283478,998.829841,0.525223,0.077634,3.641449,999.573418,16.431885,1435.546875,6.833496,-2617.919922,-1.216553,-2775.146484,1,937.986599,0.191277
4,4,0.516510,-0.017956,3,4,-0.219025,-0.002252,0.578674,0,25,-0.218475,false,967.332764,0.650955,0.551819,926.978735,984.634365,0.342560,998.275107,0.958969,996.035777,978.462249,0.309738,969.092860,0.977707,0.084784,0.742617,997.970730,23.395020,3417.968750,-15.257813,-7614.990234,2.138672,-7687.500000,1,999.752780,0.014595
0,13,-0.800293,0.012400,5,13,-0.485718,0.022377,0.249863,0,29,0.594910,false,4323.301697,0.353699,0.023224,990.904241,988.808822,0.124161,989.838718,0.467804,941.737016,999.350527,0.192215,967.216956,0.716003,0.029959,7.549657,999.913689,-8.923096,7787.841797,14.143799,-2886.474609,20.430176,6190.917969,1,835.319113,0.261917
3,-3,0.627014,-0.012690,2,-3,0.974854,-0.005156,0.332947,2,47,-0.714111,true,1179.569397,0.512985,0.959686,968.630399,999.116777,0.401031,957.209485,0.074570,974.695481,997.152064,0.454529,987.969325,0.807343,-0.077682,5.999824,995.966593,-2.126221,-1528.808594,10.793701,-1727.050781,-13.774658,4642.333984,1,791.320538,0.081604
1,-20,0.344574,0.003388,2,-20,-0.065948,-0.010151,0.496094,1,28,0.205292,true,5820.282288,0.353622,0.760010,957.354002,991.665519,0.762741,913.292461,0.254913,934.874732,974.142118,0.446411,982.523814,0.626434,-0.039651,4.434250,998.567954,3.005127,-1666.015625,21.667969,761.474609,-12.831299,-208.740234,1,946.388557,0.271393
2,-23,-0.754791,-0.002544,4,-23,0.820435,-0.008387,0.426193,2,39,0.481018,false,1639.719849,0.208664,0.058167,926.993427,993.320288,0.886276,943.105913,0.951111,982.699197,887.730893,0.853287,991.878677,0.532700,-0.015234,5.511934,998.730847,-5.833008,6826.171875,12.213135,329.589844,9.371338,1261.718750,2,857.587221,0.271309
4,9,-0.317139,0.004575,1,9,-0.033356,0.013844,0.671204,1,25,-0.734955,false,5461.562195,0.416107,-0.960632,981.054838,997.494943,0.784912,999.138869,0.825638,979.143954,998.299158,0.842041,982.137776,0.295883,0.074997,3.522125,998.865723,-0.531006,-2245.605469,13.958496,-5659.912109,-12.901611,7812.744141,1,973.218964,0.075256
1,-2,0.049286,0.014062,2,-2,0.755005,-0.019402,0.182053,0,7,0.092834,false,6407.920837,0.413040,0.220306,949.358761,996.908421,0.540115,944.691047,0.351959,964.973720,978.457790,0.905945,947.089282,0.185135,0.079007,1.480204,999.317899,4.626709,-6326.416016,7.470703,-1161.621094,-2.192871,-6311.035156,1,910.995087,0.039253
4,-20,0.741699,-0.019875,0,-20,0.437164,0.000139,0.773743,1,6,-0.696533,true,2668.513489,0.816299,0.052643,994.399027,979.367708,0.541534,994.035191,0.102737,942.020995,959.764785,0.262268,984.168228,0.303329,0.074670,5.543477,998.273341,-18.717041,-5421.630859,12.041748,1201.416016,-7.374756,-7006.103516,0,970.905023,0.237831
5,14,-0.725891,-0.005306,0,14,0.977325,-0.007258,0.336441,1,40,0.290253,false,7350.017700,0.125641,-0.785004,977.176102,964.818435,0.135620,997.437272,0.568085,979.470705,988.276233,0.806686,961.433412,0.219284,-0.005386,4.855628,999.667168,2.145996,6970.947266,20.384766,-5222.167969,16.964355,-3933.349609,1,969.791473,0.396744
1,-6,-0.815460,-0.004360,5,-6,0.125946,-0.009077,0.893661,1,31,-0.479523,false,7870.076599,0.342865,0.790741,995.046769,976.873920,0.958954,973.601131,0.367157,931.550900,995.331642,0.830826,992.245004,0.714905,-0.041135,0.600196,999.778013,-7.868408,3398.925781,-0.906738,6946.044922,-6.119385,-3084.716797,1,941.324793,0.286537
2,-19,0.382050,0.007137,0,-19,-0.226318,0.019518,0.885803,0,16,0.822571,true,131.780396,0.904907,0.679626,975.596356,995.900972,0.189255,974.361575,0.053116,935.674028,989.722018,0.958542,977.609734,0.979279,0.018906,3.875402,999.971902,10.795898,561.523438,16.055420,6210.449219,12.654053,708.496094,1,976.325611,0.329254
0,3,-0.665161,-0.022957,1,3,0.126740,0.020214,0.818680,2,16,0.740204,false,4609.693298,0.635437,0.219757,911.019012,998.437728,0.664444,997.572614,0.834885,978.542372,964.468955,0.793716,976.428208,0.521317,-0.039529,8.962225,998.861304,1.212158,-3441.406250,-11.037598,7660.156250,20.720947,-553.955078,2,975.008653,0.406677
4,-24,-0.527100,-0.013757,0,-24,0.253571,0.008859,0.080078,1,26,-0.411346,true,4619.556274,0.753784,0.012268,982.698444,975.041343,0.311295,991.242898,0.049576,985.185738,973.069183,0.097488,982.181646,0.552292,0.067490,0.332257,999.912757,3.779297,7770.019531,-20.417725,6872.314453,-14.987549,-2840.576172,0,992.387682,0.296890
5,4,0.381714,-0.016319,4,4,-0.879425,0.023388,0.794434,1,47,0.042175,true,889.403076,0.553009,0.551880,957.224185,957.866508,0.522568,971.621859,0.259888,955.576626,972.575341,0.384659,994.399502,0.847824,0.057358,0.472011,998.681403,-1.991455,7306.152344,0.321533,945.800781,4.885986,-2842.773438,1,908.046959,0.468819
0,16,0.149078,-0.014728,2,16,0.726410,0.000707,0.999939,1,41,0.896027,true,7141.068726,0.644028,-0.143463,994.630107,996.407471,0.700775,964.065221,0.282776,997.115388,990.761151,0.773270,974.913233,0.037201,0.045059,0.490388,999.014942,12.300293,5059.326172,-20.915771,-1278.320313,19.134521,2309.326172,1,860.422618,0.435211
3,-2,0.102173,0.002908,0,-2,0.674561,-0.017941,0.870544,1,37,0.977600,true,3250.429077,0.070480,0.309174,910.844710,962.263113,0.644409,960.272535,0.333694,997.077377,976.408858,0.412323,977.942395,0.439041,0.059741,7.949310,998.507736,3.136963,-2713.378906,-11.160645,4660.644531,-11.997070,-4294.189453,1,981.666345,0.143768
4,-12,0.404572,-0.015611,5,-12,0.229248,-0.021015,0.720306,1,12,-0.441681,true,1525.138855,0.582855,0.578705,973.630354,990.921118,0.482529,980.899144,0.156540,997.178046,985.870568,0.466644,995.575320,0.178314,-0.031641,6.707422,999.400687,3.811523,4336.425781,-17.671875,-4540.771484,5.936279,4167.480469,0,879.390746,0.265434
1,-12,-0.659119,0.006592,4,-12,-0.551453,0.012904,0.493805,0,0,0.960541,false,1495.428162,0.388275,0.556122,929.019592,987.672266,0.338120,949.471473,0.003052,984.487428,976.031466,0.086914,953.860803,0.729080,-0.026563,7.130371,999.530617,10.443604,-6509.521484,18.292236,-2942.382813,21.414551,154.052734,1,936.063868,0.336899
0,9,-0.149994,-0.006904,3,9,-0.157684,0.012840,0.861526,1,29,-0.437927,false,1775.487976,0.189880,-0.920166,965.591273,937.544101,0.545120,978.848918,0.344406,935.246553,962.817862,0.336868,985.577228,0.200272,-0.086014,0.131881,996.543039,4.611328,1228.271484,-23.866699,2930.419922,13.213623,2096.923828,2,974.864952,0.062546
0,8,-0.551208,-0.009008,2,8,0.192993,0.023688,0.434708,1,18,0.486786,false,6829.228210,0.571564,-0.758362,992.693584,998.923856,0.186142,929.834989,0.723572,979.216742,989.151927,0.668640,988.708660,0.550476,0.073376,9.180513,998.792912,-4.608398,-7939.208984,23.982422,-2425.537109,-18.211670,-3636.718750,1,771.366052,0.014458
3,-20,0.517975,0.011948,3,-20,0.600677,-0.001573,0.008057,0,38,-0.458191,false,4160.988770,0.615051,-0.366730,975.905380,998.090914,0.606232,974.368928,0.526398,968.883004,975.109741,0.744370,999.537943,0.623672,-0.066791,0.141224,998.987574,0.160400,4370.849609,18.112061,7678.710938,8.950928,5754.638672,1,884.555926,0.326904
0,-20,0.282166,-0.009193,4,-20,0.245056,-0.000977,0.099289,0,9,-0.252289,true,3395.816650,0.233536,0.611115,941.324869,999.985889,0.155655,996.974163,0.180832,988.391950,991.145982,0.499069,998.064198,0.906662,0.044281,7.838598,997.946401,8.480713,-4688.964844,11.606689,5294.677734,4.186523,-2313.964844,1,940.678868,0.341980
5,-1,-0.028595,0.010349,2,-1,0.467163,0.004122,0.875046,2,37,-0.001892,false,3920.624390,0.614258,-0.308777,987.523974,986.350939,0.366669,837.797641,0.021805,992.418512,978.708036,0.898895,974.559328,0.398346,-0.002631,0.279232,999.627077,11.177490,-7107.177734,-19.523438,-4632.080078,13.428223,-673.095703,2,800.654554,0.266838
4,3,0.971710,-0.014571,2,3,0.323364,-0.019087,0.489548,2,15,-0.340973,false,3877.276001,0.116623,0.318695,998.834230,940.108159,0.995422,920.725284,0.839127,997.462125,942.138341,0.663483,974.135759,0.641922,-0.064807,1.969103,999.948822,-9.602051,-858.154297,-19.181396,6634.277344,6.018311,-4435.058594,2,928.374039,0.251755
3,2,0.318909,0.011515,3,2,-0.034027,-0.007767,0.417969,0,6,-0.352203,false,2161.483459,0.420670,0.257233,985.766718,968.652869,0.153519,989.550265,0.421432,989.016181,993.557883,0.945129,992.959184,0.322449,-0.082025,0.800277,999.637827,-18.294434,-606.689453,19.992920,-6547.363281,13.152100,-7939.697266,0,891.405634,0.029625
3,-19,0.386322,0.014069,3,-19,-0.500427,0.007609,0.501450,2,43,0.613464,false,858.109436,0.709366,0.134430,972.274498,951.814556,0.028809,965.971032,0.803818,920.035856,997.684715,0.118164,993.100445,0.572021,0.078543,7.752029,999.533588,-14.458740,-4302.490234,4.476563,-3146.972656,-19.979736,-7122.314453,0,962.824148,0.034386
5,2,-0.857483,-0.020031,0,2,0.579987,0.008671,0.302551,1,33,-0.635712,true,4387.593689,0.481461,0.252502,973.331102,959.184384,0.827301,909.401334,0.512375,971.294952,958.464525,0.803299,998.080231,0.419510,-0.020694,3.922377,999.585357,12.531738,3046.630859,-13.102295,-1590.087891,-15.759521,-7196.044922,1,933.250610,0.419746
0,5,-0.861450,0.016092,5,5,-0.585236,0.004417,0.036835,2,26,0.072662,true,7167.004700,0.262039,-0.851929,994.417059,995.376910,0.661530,989.912445,0.614349,985.638985,984.295120,0.854889,981.543836,0.981705,0.078015,0.405741,999.983369,-1.376221,-5349.853516,-13.762939,-6689.208984,3.774902,-6626.708984,1,897.517272,0.085503
5,20,0.886993,-0.016933,2,20,-0.957947,-0.003052,0.676315,0,20,0.230560,true,5464.119263,0.038193,-0.591492,988.003543,944.162165,0.407776,987.276340,0.082123,989.951491,975.499185,0.651062,985.405259,0.209793,0.005539,2.316557,999.879103,-16.505127,2743.408203,-23.381104,-113.769531,11.966309,415.771484,0,871.877505,0.220436
4,14,-0.687408,0.016255,4,14,-0.053101,-0.008214,0.992615,0,18,-0.907990,false,7594.035034,0.295105,0.381439,993.056948,986.320937,0.623764,974.815428,0.543915,965.664414,973.432706,0.209518,976.170602,0.690231,-0.026782,9.592783,999.082565,-2.312988,1886.962891,21.172119,-5771.972656,18.673828,6670.654297,0,810.132625,0.110031
3,-19,-0.695221,0.004041,1,-19,0.912750,0.013235,0.923965,2,28,0.694519,true,3084.584961,0.782898,-0.920013,984.139784,989.804049,0.538818,988.514323,0.620193,971.141232,822.260258,0.686783,988.661108,0.936615,0.003827,0.262681,999.648701,10.689697,-4361.816406,2.934082,-2539.550781,-7.283936,6552.734375,1,947.417765,0.093231
5,3,0.344391,0.018717,2,3,-0.841125,0.021170,0.403351,1,27,0.186737,false,2542.608337,0.260559,0.157837,925.873188,981.845676,0.021118,955.726604,0.300354,984.731156,996.738773,0.330551,934.995814,0.548508,-0.030948,4.516801,997.442300,17.406738,478.027344,-21.963135,-6138.427734,-3.018311,-7588.623047,1,911.957819,0.167801
0,4,-0.057465,0.015823,2,4,0.868378,0.004383,0.867050,0,23,-0.292450,true,3665.769958,0.751526,-0.656647,980.743295,973.610876,0.800186,986.487453,0.693802,970.949244,992.369720,0.604080,978.535260,0.377029,-0.033426,0.135819,998.419274,3.429199,-2947.265625,-1.847900,4947.021484,-5.300537,-269.531250,0,952.526855,0.467331
3,-13,0.211273,0.019775,4,-13,-0.090454,-0.015434,0.543152,0,16,-0.472290,false,4320.257568,0.569550,-0.510010,980.707443,940.839764,0.178848,974.880331,0.036179,959.800727,999.751347,0.744553,966.063602,0.076630,-0.095303,7.912229,998.736799,21.105469,1408.447266,2.219238,3077.636719,-9.032959,2744.873047,0,942.500884,0.309830
3,1,0.583008,-0.004720,3,1,-0.909485,0.011526,0.288589,1,7,-0.065552,false,682.402344,0.787369,0.951355,995.938986,950.609337,0.597382,998.332956,0.582657,977.158261,985.889826,0.219009,969.166734,0.779846,-0.090424,3.242967,998.535300,-8.059570,-206.054688,19.134521,-2444.824219,16.394531,-3180.664063,1,817.177231,0.293869
3,3,-0.519012,-0.002534,3,3,0.301483,0.018811,0.889755,2,42,-0.799500,true,6895.224915,0.511642,0.175598,993.746569,979.157835,0.723450,961.182709,0.263931,997.379471,981.973936,0.102570,982.945087,0.091934,0.032837,0.733184,997.819721,6.514160,5345.458984,-8.944336,-3951.660156,-3.791748,2980.957031,1,984.762704,0.111183
5,-7,0.740112,0.021373,4,-7,-0.128143,-0.015890,0.777756,0,15,-0.594360,false,6126.643372,0.089355,0.619659,982.306679,978.346957,0.653885,997.398471,0.916229,984.909142,999.000486,0.267807,975.349184,0.174713,-0.026834,3.217485,998.436833,-3.782227,2604.492188,6.760254,7117.431641,4.665527,-6572.753906,2,870.563164,0.017296
5,20,-0.702728,-0.010961,4,20,-0.880981,0.012949,0.117615,1,36,0.237976,false,7518.053589,0.979004,-0.362762,998.551354,910.961055,0.054657,996.458317,0.048920,996.982316,991.631141,0.266342,971.604266,0.448502,0.095975,1.830140,999.983695,-10.708008,-3772.949219,-21.036621,5856.201172,13.205566,-7450.195313,1,882.654879,0.407303
4,-14,0.342651,0.007211,3,-14,0.942963,0.007974,0.920197,2,27,-0.479858,true,2647.935181,0.666672,-0.541504,982.532916,990.744715,0.335907,992.315168,0.871735,949.661034,991.346404,0.707199,974.305839,0.670975,-0.021802,0.919200,999.715170,10.615723,4134.765625,21.147217,-3803.466797,-7.885254,-2819.335938,0,819.405585,0.414864
4,23,-0.519501,-0.013395,1,23,0.164032,-0.002530,0.458008,2,3,-0.739014,false,4298.705139,0.651291,0.372040,945.410549,979.553654,0.521729,988.381725,0.591995,862.746222,941.065185,0.504196,998.650818,0.279831,-0.038193,2.214264,999.015105,-1.890381,5128.417969,14.897461,5330.078125,-15.512695,1635.986328,1,812.687436,0.150574
1,19,0.330780,0.012548,2,19,-0.005341,0.024384,0.364731,0,1,0.945953,false,6520.188293,0.610123,-0.866638,980.265714,989.645445,0.338470,934.319458,0.409012,951.722720,984.262572,0.864212,996.111349,0.912567,-0.013327,0.323912,998.465121,12.432129,6951.660156,-17.638184,-5307.373047,-22.469238,-2948.486328,1,933.148304,0.299171
3,19,0.476837,0.016555,3,19,0.645050,0.020512,0.337082,2,3,-0.201721,false,1519.172363,0.515854,0.860657,997.105143,980.478088,0.962250,985.469463,0.110535,986.382858,987.272569,0.364975,997.605291,0.508728,0.051233,4.169935,999.548360,-6.178711,1897.460938,18.437256,-1303.222656,8.823486,-7688.964844,0,909.041667,0.234222
1,4,0.075317,-0.016640,2,4,0.644348,0.006196,0.247437,2,12,-0.551361,true,4308.324585,0.664276,-0.975342,979.054414,990.345913,0.958755,992.216057,0.737198,958.568094,969.388330,0.321213,939.506446,0.303467,0.084317,9.862411,999.490103,17.690186,201.660156,-12.288574,2778.320313,-23.015625,2787.109375,1,841.039293,0.317192
3,-21,0.218689,0.020284,5,-21,-0.028778,0.012418,0.366440,2,30,-0.166443,false,536.649475,0.467010,0.548676,972.188690,924.930883,0.334030,984.177465,0.013962,964.804550,990.873179,0.650940,964.818435,0.254120,-0.013779,3.803359,998.604328,5.667480,-3061.279297,4.242188,1195.068359,22.428955,-6505.126953,0,978.601738,0.160759
1,-23,0.598145,0.020893,4,-23,-0.830475,0.014529,0.353210,0,41,0.879852,true,6599.457397,0.839783,-0.174896,989.554860,983.995654,0.056610,993.804945,0.380280,998.324816,996.583248,0.623978,964.697841,0.400620,-0.080725,0.516860,998.854230,-20.950928,2613.525391,-21.909668,-4269.042969,13.896240,3012.451172,1,925.704460,0.288475
2,2,0.390656,0.005085,3,2,-0.666473,-0.019222,0.582352,1,46,-0.165924,true,3041.601868,0.474365,0.798828,976.429175,877.570223,0.275146,992.306923,0.188202,985.077656,983.255745,0.955933,994.658786,0.397736,0.013092,1.912564,999.856504,22.800293,4459.228516,11.193604,1770.019531,19.097168,7373.046875,1,960.710393,0.371513
4,12,-0.269043,-0.003076,3,12,-0.989716,0.017871,0.661285,1,44,-0.369080,false,7777.535095,0.423248,-0.233551,977.979692,980.635585,0.385971,978.143686,0.290863,993.723182,996.055804,0.510742,990.392079,0.741547,-0.021494,7.307915,999.940032,-7.725586,26.367188,-1.979004,479.003906,-5.438232,4684.570313,2,898.505658,0.257355
0,-18,-0.074463,0.024626,3,-18,-0.026733,0.004613,0.929077,0,2,-0.057373,true,922.888489,0.312851,0.992615,967.384377,966.323294,0.590622,975.371389,0.605850,955.127964,956.395795,0.697479,978.212227,0.781250,0.096970,1.214111,999.231459,13.896973,-5564.941406,-4.860352,6339.843750,-2.326904,627.929688,1,884.900568,0.211876
4,-5,0.295197,0.006805,5,-5,0.461395,0.007640,0.301193,1,44,-0.074921,false,6689.320068,0.028885,0.171600,981.773876,982.869626,0.704987,910.343666,0.470383,935.663817,986.212372,0.303970,989.500238,0.387344,0.007779,0.206741,999.948083,-2.205322,-362.792969,20.205322,-5403.076172,8.194336,6308.105469,1,874.264761,0.416252
5,8,0.621002,-0.018484,3,8,-0.679749,0.006832,0.022354,2,22,-0.975830,false,7768.524475,0.457733,-0.937866,989.284049,909.740086,0.134323,978.629327,0.221558,997.680124,973.985849,0.467255,998.306899,0.892578,-0.029044,0.151898,998.332373,-17.529053,1329.101563,-20.388428,-1729.492188,0.379395,-3646.728516,2,867.468857,0.458626
0,20,-0.214752,-0.023146,2,20,0.221405,-0.000285,0.497559,2,43,-0.741241,false,5582.718506,0.552704,-0.812500,999.482368,997.022610,0.961411,998.319116,0.746246,976.957385,958.376546,0.153229,990.425954,0.658432,-0.022583,0.242077,999.958188,20.522461,-2390.625000,-13.765869,3817.382813,-21.572754,-1476.806641,1,992.126093,0.256706
0,-9,0.283997,0.009130,2,-9,-0.329834,0.019862,0.807800,1,34,-0.965515,true,1031.015930,0.209595,0.353546,997.651304,999.627078,0.250763,920.300413,0.519287,972.276782,985.824687,0.427429,967.845867,0.482803,0.006549,9.370441,999.402823,-16.265625,-4029.052734,14.752441,-3542.724609,2.009766,-3341.796875,2,956.671318,0.197411
3,20,-0.337646,0.010427,4,20,0.383423,0.019564,0.221085,2,17,-0.293793,true,3416.151428,0.457214,0.342438,987.941796,998.240008,0.867584,979.225393,0.537643,915.934408,962.675294,0.635178,984.043551,0.406891,-0.051682,0.362867,999.809491,-11.217041,259.521484,-1.280273,-2978.515625,6.018311,-5616.455078,2,992.078614,0.473869
0,-2,-0.926025,-0.018417,1,-2,0.445862,0.020482,0.605392,2,8,-0.030426,true,7923.409729,0.240784,0.956329,994.542458,978.939194,0.310318,962.006927,0.627121,997.954991,961.093191,0.494080,989.142005,0.813141,-0.021048,6.906856,999.853541,12.103271,-7355.712891,-9.586670,6285.400391,2.215576,2466.064453,1,939.179235,0.371040
1,12,0.275421,-0.010567,4,12,0.301361,0.000254,0.082718,0,41,0.176208,true,5854.376526,0.918533,-0.660583,958.989785,969.160263,0.099304,975.074034,0.837662,930.998741,959.804508,0.212479,998.828244,0.970047,-0.061990,0.753361,999.994508,14.281494,-5970.703125,-9.987305,3165.527344,15.213867,-7209.960938,1,911.596990,0.152100
